"","id","measurer","measurer_name","project","project_name","date","measure_date","status","comment","datastatus","dataorigname","fieldstatus","fieldorigname","siteids","errors","processed","valid"
"40",2265,10,"sfilipek",1,"HoliSoils","2024-11-16T19:24:13.540672Z","2022-05-05","retracted","Netherlands","valid","ghg_data_file_holisoils_general_May_5_2022.txt","valid","ghg_field_form_holisoils_general_May_5_2022.xlsx","NP Hoge Veluwe","",TRUE,TRUE
"41",2268,10,"sfilipek",1,"HoliSoils","2024-11-16T19:42:44.132155Z","2022-05-18","retracted","Netherlands","valid","ghg_data_file_holisoils_general_May_18_2022.txt","valid","ghg_field_form_holisoils_general_May_18_2022.xlsx","Zwolse bos","errors calculating autotrims",TRUE,TRUE
"42",2271,10,"sfilipek",1,"HoliSoils","2024-11-16T19:55:40.909208Z","2022-05-30","retracted","Netherlands","valid","ghg_data_file_holisoils_general_May_30_2022.txt","valid","ghg_field_form_holisoils_general_May_30_2022.xlsx","Zwolse bos Kroondomein","errors calculating autotrims",TRUE,TRUE
"43",2270,10,"sfilipek",1,"HoliSoils","2024-11-16T19:51:36.393860Z","2022-05-19","retracted","Netherlands","valid","ghg_data_file_holisoils_general_May_19_2022.txt","valid","ghg_field_form_holisoils_general_May_19_2022.xlsx","NP Hoge Veluwe","errors calculating autotrims",TRUE,TRUE
"44",2272,10,"sfilipek",1,"HoliSoils","2024-11-16T20:00:51.140849Z","2022-06-09","retracted","Netherlands","valid","ghg_data_file_holisoils_general_June_9_2022.txt","valid","ghg_field_form_holisoils_general_June_9_2022.xlsx"," NP Hoge Veluwe NP Hoge Veluwe","errors calculating autotrims",TRUE,TRUE
"45",2273,10,"sfilipek",1,"HoliSoils","2024-11-16T20:06:02.174923Z","2022-06-13","retracted","Netherlands","valid","ghg_data_file_holisoils_general_June_13_2022.txt","valid","ghg_field_form_holisoils_general_June_13_2022.xlsx","Zwolse bos Kroondomein","",TRUE,TRUE
"46",2275,10,"sfilipek",1,"HoliSoils","2024-11-16T20:13:11.844271Z","2022-06-14","retracted","Netherlands","valid","ghg_field_form_holisoils_general_June_14_2022.txt","valid","ghg_field_form_holisoils_general_June_14_2022.xlsx","NP Hoge Veluwe Kroondomein ","errors calculating autotrims",TRUE,TRUE
"47",2276,10,"sfilipek",1,"HoliSoils","2024-11-16T20:16:57.604270Z","2022-06-28","retracted","Netherlands","valid","ghg_data_file_holisoils_general_June_28_2022.txt","valid","ghg_data_file_holisoils_general_June_28_2022.xlsx","NP Hoge Veluwe Kroondomein ","errors calculating autotrims",TRUE,TRUE
"48",2284,10,"sfilipek",1,"HoliSoils","2024-11-16T20:54:52.243620Z","2022-08-11","retracted","Netherlands","valid","ghg_field_form_holisoils_general_August_11_2022.txt","valid","ghg_field_form_holisoils_general_August_11_2022.xlsx","NP Hoge Veluwe Kroondomein ","",TRUE,TRUE
"49",2278,10,"sfilipek",1,"HoliSoils","2024-11-16T20:21:32.679637Z","2022-06-29","retracted","Netherlands","valid","ghg_field_form_holisoils_general_June_29_2022.txt","valid","ghg_field_form_holisoils_general_June_29_2022.xlsx","Zwolse Bos","",TRUE,TRUE
"50",2279,10,"sfilipek",1,"HoliSoils","2024-11-16T20:29:43.413184Z","2022-07-11","retracted","Netherlands","valid","ghg_data_file_holisoils_general_July_11_2022.txt","valid","ghg_data_file_holisoils_general_July_11_2022.xlsx","Kroondomein  Zwolse Bos","",TRUE,TRUE
"51",2280,10,"sfilipek",1,"HoliSoils","2024-11-16T20:33:02.552412Z","2022-07-12","retracted","Netherlands","valid","ghg_field_form_holisoils_general_July_12_2022.txt","valid","ghg_field_form_holisoils_general_July_12_2022.xlsx","NP Hoge Veluwe Kroondomein ","",TRUE,TRUE
"52",2285,10,"sfilipek",1,"HoliSoils","2024-11-16T20:58:24.296700Z","2022-08-22","retracted","Netherlands","valid","ghg_data_file_holisoils_general_August_22_2022.txt","valid","ghg_data_file_holisoils_general_August_22_2022.xlsx","Kroondomein  Zwolse Bos ","",TRUE,TRUE
"53",2281,10,"sfilipek",1,"HoliSoils","2024-11-16T20:39:09.939142Z","2022-07-25","retracted","Netherlands","valid","ghg_data_file_holisoils_general_July_25_2022.txt","valid","ghg_data_file_holisoils_general_July_25_2022.xlsx","Kroondomein  Zwolse bos","",TRUE,TRUE
"54",2282,10,"sfilipek",1,"HoliSoils","2024-11-16T20:47:00.443784Z","2022-07-26","retracted","Netherlands","valid","ghg_data_file_holisoils_general_July_26_2022.txt","valid","ghg_data_file_holisoils_general_July_26_2022.xlsx","NP Hoge Veluwe","",TRUE,TRUE
"55",2283,10,"sfilipek",1,"HoliSoils","2024-11-16T20:50:13.572045Z","2022-08-08","retracted","Netherlands","valid","ghg_field_form_holisoils_general_August_8_2022.txt","valid","ghg_field_form_holisoils_general_August_8_2022.xlsx","Kroondomein  Zwolse Bos ","errors calculating autotrims",TRUE,TRUE
"56",2337,40,"cpetritan",1,"HoliSoils","2024-11-18T20:16:44.584432Z","2024-10-31","retracted","DumbravitaTrench","valid","2024-10-31_dumbravitaTrench_egm5_01.TXT","valid","2024-10-31_dumbravitaTrench_egm5_01.xlsx","DumbravitaTrench","",TRUE,TRUE
"57",2338,19,"spulkka",1,"HoliSoils","2024-11-19T08:58:31.704537Z","2024-11-14","submitted","Ränskälänkorpi","valid","2024-11-14_ranskalankorpi_licor_tg10-01285.txt","valid","2024-11-14_ranskalankorpi_licor_tg10_01285.xlsx","Ränskälänkorpi","",TRUE,TRUE
"58",2613,11,"fweikl",1,"HoliSoils","2025-04-17T14:45:48.218416Z","2022-09-12","submitted","incl tomst data","undetermined","KelM_22_09_12.csv","undetermined","KelM_22_09_12_ghg_field_form_done.xlsx","","",FALSE,TRUE
"59",2619,11,"fweikl",1,"HoliSoils","2025-04-17T16:13:12.874373Z","2022-03-28","submitted","incl tomst data","undetermined","KelS_22_03_28.csv","undetermined","KelS_22_03_28_ghg_field_form.xlsx","","",FALSE,TRUE
"60",2608,11,"fweikl",1,"HoliSoils","2025-04-17T14:42:59.316602Z","2022-06-30","submitted","incl tomst data","undetermined","KelM_22_06_30.csv","valid","KelM_22_06_30_ghg_field_form_done.xlsx","","",FALSE,TRUE
"61",2611,11,"fweikl",1,"HoliSoils","2025-04-17T14:44:48.925022Z","2022-08-16","submitted","incl tomst data","undetermined","KelM_22_08_16.csv","undetermined","KelM_22_08_16_ghg_field_form_done.xlsx","","",FALSE,TRUE
"62",2615,11,"fweikl",1,"HoliSoils","2025-04-17T14:46:54.713995Z","2022-10-18","submitted","incl tomst data","undetermined","KelM_22_10_18.csv","undetermined","KelM_22_10_18_ghg_field_form_done.xlsx","","",FALSE,TRUE
"63",2617,11,"fweikl",1,"HoliSoils","2025-04-17T14:47:51.761420Z","2022-12-07","submitted","incl tomst data","undetermined","KelM_22_12_07.csv","undetermined","KelM_22_12_07_ghg_field_form_done.xlsx","","",FALSE,TRUE
"64",2621,11,"fweikl",1,"HoliSoils","2025-04-17T16:14:10.673627Z","2022-05-11","submitted","incl tomst data","undetermined","KelS_22_05_11.csv","undetermined","KelS_22_05_11_ghg_field.xlsx","","",FALSE,TRUE
"65",2609,11,"fweikl",1,"HoliSoils","2025-04-17T14:43:40.127219Z","2022-07-18","submitted","incl tomst data","undetermined","KelM_22_07_18.csv","undetermined","KelM_22_07_18_ghg_field_form_done.xlsx","","",FALSE,TRUE
"66",2267,10,"sfilipek",1,"HoliSoils","2024-11-16T19:37:08.555969Z","2022-05-17","retracted","Netherlands","valid","ghg_data_file_holisoils_general_May_17_2022.txt","valid","ghg_field_form_holisoils_general_May_17_2022.xlsx","NP Hoge Veluwe Kroondomein ","errors calculating autotrims",TRUE,TRUE
"67",2624,11,"fweikl",1,"HoliSoils","2025-04-17T16:15:37.275148Z","2022-08-01","submitted","incl tomst data","undetermined","KelS_22_08_01.csv","undetermined","KelS_22_08_01_ghg_field_form.xlsx","","",FALSE,TRUE
"68",2626,11,"fweikl",1,"HoliSoils","2025-04-17T16:16:16.645306Z","2022-09-01","submitted","incl tomst data","undetermined","KelS_22_09_01.csv","undetermined","KelS_22_09_01_ghg_field.xlsx","","",FALSE,TRUE
"69",2627,11,"fweikl",1,"HoliSoils","2025-04-17T16:16:34.498108Z","2022-09-12","submitted","incl tomst data","undetermined","KelS_22_09_12.csv","undetermined","KelS_22_09_12_ghg_field.xlsx","","",FALSE,TRUE
