"CO2_value","no_CO2_value","many_CO2_value","CH4_value","no_CH4_value","many_CH4_value","fluxID","meas_set","dborigin","folder","error"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,889,"30_db1",1,"Karstula76","CO2 flux found, series 889"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,890,"30_db1",1,"Karstula76","CO2 flux found, series 890"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,891,"30_db1",1,"Karstula76","CO2 flux found, series 891"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,892,"30_db1",1,"Karstula76","CO2 flux found, series 892"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,893,"30_db1",1,"Karstula76","CO2 flux found, series 893"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,894,"30_db1",1,"Karstula76","CO2 flux found, series 894"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,895,"30_db1",1,"Karstula76","CO2 flux found, series 895"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,896,"30_db1",1,"Karstula76","CO2 flux found, series 896"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,897,"30_db1",1,"Karstula76","CO2 flux found, series 897"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,898,"30_db1",1,"Karstula76","CO2 flux found, series 898"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,899,"30_db1",1,"Karstula76","CO2 flux found, series 899"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,900,"30_db1",1,"Karstula76","CO2 flux found, series 900"
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,901,"30_db1",1,"Karstula76","Multiple CO2 fluxes found for series 901 - using first"
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,902,"30_db1",1,"Karstula76","Multiple CO2 fluxes found for series 902 - using first"
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,903,"30_db1",1,"Karstula76","Multiple CO2 fluxes found for series 903 - using first"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,904,"30_db1",1,"Karstula76","CO2 flux found, series 904"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,905,"30_db1",1,"Karstula76","CO2 flux found, series 905"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,906,"30_db1",1,"Karstula76","CO2 flux found, series 906"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,907,"30_db1",1,"Karstula76","CO2 flux found, series 907"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,908,"30_db1",1,"Karstula76","CO2 flux found, series 908"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,909,"30_db1",1,"Karstula76","CO2 flux found, series 909"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,910,"30_db1",1,"Karstula76","CO2 flux found, series 910"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,911,"30_db1",1,"Karstula76","CO2 flux found, series 911"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,912,"30_db1",1,"Karstula76","CO2 flux found, series 912"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,913,"30_db1",1,"Karstula76","CO2 flux found, series 913"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,914,"30_db1",1,"Karstula76","CO2 flux found, series 914"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,915,"30_db1",1,"Karstula76","CO2 flux found, series 915"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,916,"30_db1",1,"Karstula76","CO2 flux found, series 916"
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,917,"30_db1",1,"Karstula76","Multiple CO2 fluxes found for series 917 - using first"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,918,"30_db1",1,"Karstula76","CO2 flux found, series 918"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,919,"30_db1",1,"Karstula76","CO2 flux found, series 919"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,920,"30_db1",1,"Karstula76","CO2 flux found, series 920"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,921,"30_db1",1,"Karstula76","CO2 flux found, series 921"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,922,"30_db1",1,"Karstula76","CO2 flux found, series 922"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,923,"30_db1",1,"Karstula76","CO2 flux found, series 923"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,924,"30_db1",1,"Karstula76","CO2 flux found, series 924"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,925,"30_db1",1,"Karstula76","CO2 flux found, series 925"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,926,"30_db1",1,"Karstula76","CO2 flux found, series 926"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,927,"30_db1",1,"Karstula76","CO2 flux found, series 927"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,928,"30_db1",1,"Karstula76","CO2 flux found, series 928"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,929,"30_db1",1,"Karstula76","CO2 flux found, series 929"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,930,"30_db1",1,"Karstula76","CO2 flux found, series 930"
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,931,"30_db1",1,"Karstula76","Multiple CO2 fluxes found for series 931 - using first"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,932,"30_db1",1,"Karstula76","CO2 flux found, series 932"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,933,"30_db1",1,"Karstula76","CO2 flux found, series 933"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,934,"30_db1",1,"Karstula76","CO2 flux found, series 934"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,935,"30_db1",1,"Karstula76","CO2 flux found, series 935"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,936,"30_db1",1,"Karstula76","CO2 flux found, series 936"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,937,"30_db1",1,"Karstula76","CO2 flux found, series 937"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,938,"30_db1",1,"Karstula76","CO2 flux found, series 938"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,939,"30_db1",1,"Karstula76","CO2 flux found, series 939"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,940,"30_db1",1,"Karstula76","CO2 flux found, series 940"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,941,"30_db1",1,"Karstula76","CO2 flux found, series 941"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,942,"30_db1",1,"Karstula76","CO2 flux found, series 942"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,943,"30_db1",1,"Karstula76","CO2 flux found, series 943"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,944,"30_db1",1,"Karstula76","CO2 flux found, series 944"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,945,"30_db1",1,"Karstula76","CO2 flux found, series 945"
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,946,"30_db1",1,"Karstula76","Multiple CO2 fluxes found for series 946 - using first"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,947,"30_db1",1,"Karstula76","CO2 flux found, series 947"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,948,"30_db1",1,"Karstula76","CO2 flux found, series 948"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5059,"219_db1",1,"Karstula76","No CO2 flux found for series 5059"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5060,"219_db1",1,"Karstula76","No CO2 flux found for series 5060"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5061,"219_db1",1,"Karstula76","No CO2 flux found for series 5061"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5062,"219_db1",1,"Karstula76","No CO2 flux found for series 5062"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5063,"219_db1",1,"Karstula76","No CO2 flux found for series 5063"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5064,"219_db1",1,"Karstula76","No CO2 flux found for series 5064"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5065,"219_db1",1,"Karstula76","No CO2 flux found for series 5065"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5066,"219_db1",1,"Karstula76","No CO2 flux found for series 5066"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5067,"219_db1",1,"Karstula76","No CO2 flux found for series 5067"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5068,"219_db1",1,"Karstula76","No CO2 flux found for series 5068"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5069,"219_db1",1,"Karstula76","No CO2 flux found for series 5069"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5070,"219_db1",1,"Karstula76","No CO2 flux found for series 5070"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5071,"219_db1",1,"Karstula76","No CO2 flux found for series 5071"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5072,"219_db1",1,"Karstula76","No CO2 flux found for series 5072"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5073,"219_db1",1,"Karstula76","No CO2 flux found for series 5073"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5074,"219_db1",1,"Karstula76","No CO2 flux found for series 5074"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5075,"219_db1",1,"Karstula76","No CO2 flux found for series 5075"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5076,"219_db1",1,"Karstula76","No CO2 flux found for series 5076"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5077,"219_db1",1,"Karstula76","No CO2 flux found for series 5077"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5078,"219_db1",1,"Karstula76","No CO2 flux found for series 5078"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5079,"219_db1",1,"Karstula76","No CO2 flux found for series 5079"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5080,"219_db1",1,"Karstula76","No CO2 flux found for series 5080"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5081,"219_db1",1,"Karstula76","No CO2 flux found for series 5081"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5082,"219_db1",1,"Karstula76","No CO2 flux found for series 5082"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5083,"219_db1",1,"Karstula76","No CO2 flux found for series 5083"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5084,"219_db1",1,"Karstula76","No CO2 flux found for series 5084"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5085,"219_db1",1,"Karstula76","No CO2 flux found for series 5085"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5086,"219_db1",1,"Karstula76","No CO2 flux found for series 5086"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5087,"219_db1",1,"Karstula76","No CO2 flux found for series 5087"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5088,"219_db1",1,"Karstula76","No CO2 flux found for series 5088"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5089,"219_db1",1,"Karstula76","No CO2 flux found for series 5089"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5090,"219_db1",1,"Karstula76","No CO2 flux found for series 5090"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5091,"219_db1",1,"Karstula76","No CO2 flux found for series 5091"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5092,"219_db1",1,"Karstula76","No CO2 flux found for series 5092"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5093,"219_db1",1,"Karstula76","No CO2 flux found for series 5093"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5094,"219_db1",1,"Karstula76","No CO2 flux found for series 5094"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5095,"219_db1",1,"Karstula76","No CO2 flux found for series 5095"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5096,"219_db1",1,"Karstula76","No CO2 flux found for series 5096"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5097,"219_db1",1,"Karstula76","No CO2 flux found for series 5097"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5098,"219_db1",1,"Karstula76","No CO2 flux found for series 5098"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5099,"219_db1",1,"Karstula76","No CO2 flux found for series 5099"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5100,"219_db1",1,"Karstula76","No CO2 flux found for series 5100"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5101,"219_db1",1,"Karstula76","No CO2 flux found for series 5101"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5102,"219_db1",1,"Karstula76","No CO2 flux found for series 5102"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5103,"219_db1",1,"Karstula76","No CO2 flux found for series 5103"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5104,"219_db1",1,"Karstula76","No CO2 flux found for series 5104"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5105,"219_db1",1,"Karstula76","No CO2 flux found for series 5105"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5106,"219_db1",1,"Karstula76","No CO2 flux found for series 5106"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5107,"219_db1",1,"Karstula76","No CO2 flux found for series 5107"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5108,"219_db1",1,"Karstula76","No CO2 flux found for series 5108"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5109,"219_db1",1,"Karstula76","No CO2 flux found for series 5109"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5110,"219_db1",1,"Karstula76","No CO2 flux found for series 5110"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5111,"219_db1",1,"Karstula76","No CO2 flux found for series 5111"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5112,"219_db1",1,"Karstula76","No CO2 flux found for series 5112"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5113,"219_db1",1,"Karstula76","No CO2 flux found for series 5113"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5114,"219_db1",1,"Karstula76","No CO2 flux found for series 5114"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5115,"219_db1",1,"Karstula76","No CO2 flux found for series 5115"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5116,"219_db1",1,"Karstula76","No CO2 flux found for series 5116"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5117,"220_db1",1,"Karstula76","No CO2 flux found for series 5117"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5118,"220_db1",1,"Karstula76","No CO2 flux found for series 5118"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5119,"220_db1",1,"Karstula76","No CO2 flux found for series 5119"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5120,"220_db1",1,"Karstula76","No CO2 flux found for series 5120"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5121,"220_db1",1,"Karstula76","No CO2 flux found for series 5121"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5122,"220_db1",1,"Karstula76","No CO2 flux found for series 5122"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5123,"220_db1",1,"Karstula76","No CO2 flux found for series 5123"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5124,"220_db1",1,"Karstula76","No CO2 flux found for series 5124"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5125,"220_db1",1,"Karstula76","No CO2 flux found for series 5125"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5126,"220_db1",1,"Karstula76","No CO2 flux found for series 5126"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5127,"220_db1",1,"Karstula76","No CO2 flux found for series 5127"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5128,"220_db1",1,"Karstula76","No CO2 flux found for series 5128"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5129,"220_db1",1,"Karstula76","No CO2 flux found for series 5129"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5130,"220_db1",1,"Karstula76","No CO2 flux found for series 5130"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5131,"220_db1",1,"Karstula76","No CO2 flux found for series 5131"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5132,"220_db1",1,"Karstula76","No CO2 flux found for series 5132"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5133,"220_db1",1,"Karstula76","No CO2 flux found for series 5133"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5134,"220_db1",1,"Karstula76","No CO2 flux found for series 5134"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5135,"220_db1",1,"Karstula76","No CO2 flux found for series 5135"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5136,"220_db1",1,"Karstula76","No CO2 flux found for series 5136"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5137,"220_db1",1,"Karstula76","No CO2 flux found for series 5137"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5138,"220_db1",1,"Karstula76","No CO2 flux found for series 5138"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5139,"220_db1",1,"Karstula76","No CO2 flux found for series 5139"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5140,"220_db1",1,"Karstula76","No CO2 flux found for series 5140"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5141,"220_db1",1,"Karstula76","No CO2 flux found for series 5141"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5142,"220_db1",1,"Karstula76","No CO2 flux found for series 5142"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5143,"220_db1",1,"Karstula76","No CO2 flux found for series 5143"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5144,"220_db1",1,"Karstula76","No CO2 flux found for series 5144"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5145,"220_db1",1,"Karstula76","No CO2 flux found for series 5145"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5146,"220_db1",1,"Karstula76","No CO2 flux found for series 5146"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5147,"220_db1",1,"Karstula76","No CO2 flux found for series 5147"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5148,"220_db1",1,"Karstula76","No CO2 flux found for series 5148"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5149,"220_db1",1,"Karstula76","No CO2 flux found for series 5149"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5150,"220_db1",1,"Karstula76","No CO2 flux found for series 5150"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5151,"220_db1",1,"Karstula76","No CO2 flux found for series 5151"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5152,"220_db1",1,"Karstula76","No CO2 flux found for series 5152"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5153,"220_db1",1,"Karstula76","No CO2 flux found for series 5153"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5154,"220_db1",1,"Karstula76","No CO2 flux found for series 5154"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5155,"220_db1",1,"Karstula76","No CO2 flux found for series 5155"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5156,"220_db1",1,"Karstula76","No CO2 flux found for series 5156"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5157,"220_db1",1,"Karstula76","No CO2 flux found for series 5157"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5158,"220_db1",1,"Karstula76","No CO2 flux found for series 5158"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5159,"220_db1",1,"Karstula76","No CO2 flux found for series 5159"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5160,"220_db1",1,"Karstula76","No CO2 flux found for series 5160"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5161,"220_db1",1,"Karstula76","No CO2 flux found for series 5161"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5162,"220_db1",1,"Karstula76","No CO2 flux found for series 5162"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5163,"220_db1",1,"Karstula76","No CO2 flux found for series 5163"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5164,"220_db1",1,"Karstula76","No CO2 flux found for series 5164"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5165,"220_db1",1,"Karstula76","No CO2 flux found for series 5165"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5166,"220_db1",1,"Karstula76","No CO2 flux found for series 5166"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5167,"220_db1",1,"Karstula76","No CO2 flux found for series 5167"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5168,"220_db1",1,"Karstula76","No CO2 flux found for series 5168"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5169,"220_db1",1,"Karstula76","No CO2 flux found for series 5169"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5170,"220_db1",1,"Karstula76","No CO2 flux found for series 5170"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5171,"220_db1",1,"Karstula76","No CO2 flux found for series 5171"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5172,"220_db1",1,"Karstula76","No CO2 flux found for series 5172"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5173,"220_db1",1,"Karstula76","No CO2 flux found for series 5173"
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5174,"220_db1",1,"Karstula76","No CO2 flux found for series 5174"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5175,"221_db1",1,"Karstula76","CO2 flux found, series 5175"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5176,"221_db1",1,"Karstula76","CO2 flux found, series 5176"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5177,"221_db1",1,"Karstula76","CO2 flux found, series 5177"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5178,"221_db1",1,"Karstula76","CO2 flux found, series 5178"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5179,"221_db1",1,"Karstula76","CO2 flux found, series 5179"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5180,"221_db1",1,"Karstula76","CO2 flux found, series 5180"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5181,"221_db1",1,"Karstula76","CO2 flux found, series 5181"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5182,"221_db1",1,"Karstula76","CO2 flux found, series 5182"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5183,"221_db1",1,"Karstula76","CO2 flux found, series 5183"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5184,"221_db1",1,"Karstula76","CO2 flux found, series 5184"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5185,"221_db1",1,"Karstula76","CO2 flux found, series 5185"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5186,"221_db1",1,"Karstula76","CO2 flux found, series 5186"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5187,"221_db1",1,"Karstula76","CO2 flux found, series 5187"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5188,"221_db1",1,"Karstula76","CO2 flux found, series 5188"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5189,"221_db1",1,"Karstula76","CO2 flux found, series 5189"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5190,"221_db1",1,"Karstula76","CO2 flux found, series 5190"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5191,"221_db1",1,"Karstula76","CO2 flux found, series 5191"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5192,"221_db1",1,"Karstula76","CO2 flux found, series 5192"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5193,"221_db1",1,"Karstula76","CO2 flux found, series 5193"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5194,"221_db1",1,"Karstula76","CO2 flux found, series 5194"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5195,"221_db1",1,"Karstula76","CO2 flux found, series 5195"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5196,"221_db1",1,"Karstula76","CO2 flux found, series 5196"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5197,"221_db1",1,"Karstula76","CO2 flux found, series 5197"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5198,"221_db1",1,"Karstula76","CO2 flux found, series 5198"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5199,"221_db1",1,"Karstula76","CO2 flux found, series 5199"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5200,"221_db1",1,"Karstula76","CO2 flux found, series 5200"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5201,"221_db1",1,"Karstula76","CO2 flux found, series 5201"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5202,"221_db1",1,"Karstula76","CO2 flux found, series 5202"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5203,"221_db1",1,"Karstula76","CO2 flux found, series 5203"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5204,"221_db1",1,"Karstula76","CO2 flux found, series 5204"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5205,"221_db1",1,"Karstula76","CO2 flux found, series 5205"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5206,"221_db1",1,"Karstula76","CO2 flux found, series 5206"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5207,"221_db1",1,"Karstula76","CO2 flux found, series 5207"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5208,"221_db1",1,"Karstula76","CO2 flux found, series 5208"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5209,"221_db1",1,"Karstula76","CO2 flux found, series 5209"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5210,"221_db1",1,"Karstula76","CO2 flux found, series 5210"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5211,"221_db1",1,"Karstula76","CO2 flux found, series 5211"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5212,"221_db1",1,"Karstula76","CO2 flux found, series 5212"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5213,"221_db1",1,"Karstula76","CO2 flux found, series 5213"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5214,"221_db1",1,"Karstula76","CO2 flux found, series 5214"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5215,"221_db1",1,"Karstula76","CO2 flux found, series 5215"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5216,"221_db1",1,"Karstula76","CO2 flux found, series 5216"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5217,"221_db1",1,"Karstula76","CO2 flux found, series 5217"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5218,"221_db1",1,"Karstula76","CO2 flux found, series 5218"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5219,"221_db1",1,"Karstula76","CO2 flux found, series 5219"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5220,"221_db1",1,"Karstula76","CO2 flux found, series 5220"
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5221,"221_db1",1,"Karstula76","CO2 flux found, series 5221"
